104000000101,5,13,20,25,31,35
104000000201,10,11,17,18,25,43
104000000202,2,3,21,30,31,41
104000000203,10,17,20,23,24,40
104000000204,7,16,28,35,41,44
104000000205,1,2,14,19,22,28
104000000206,1,11,33,34,36,43
104000000207,6,8,10,18,24,37
104000000208,2,7,10,13,27,35
104000000209,5,6,13,15,17,24
104000000210,3,8,18,20,29,41
104000000211,2,10,19,31,38,39
104000000212,11,13,17,24,32,43
104000000213,1,5,15,27,34,43
104000000214,6,7,19,28,30,36
104000000215,3,5,6,16,30,34
104000000216,12,15,30,37,38,40
104000000217,9,13,17,30,40,44
104000000218,1,5,11,14,44,45
104000000301,17,22,23,33,40,43
104000000302,7,8,13,30,35,40
104000000303,6,21,23,26,30,32
104000000304,4,7,29,32,37,38
104000000305,3,6,16,20,21,26
104000000401,4,13,27,30,42,43
104000000402,12,14,15,16,30,31
104000000403,4,15,22,40,42,44
104000000404,8,18,21,23,31,39
104000000405,1,12,23,30,33,34
104000000406,8,29,34,37,38,45
104000000407,1,2,26,32,36,40
104000000501,1,5,10,15,19,22
104000000502,16,18,24,32,36,38
104000000503,5,8,13,28,40,45
104000000504,4,31,33,34,35,42
104000000505,4,18,22,23,28,32
104000000506,1,3,20,23,25,26
104000000507,2,12,21,26,27,39
104000000508,2,5,30,31,38,43
104000000509,6,17,28,35,44,45
104000000510,12,13,23,40,42,43
104000000511,3,17,19,20,31,33
104000000512,1,22,23,35,39,45
104000000513,2,28,29,39,41,45
104000000514,14,23,25,36,38,43
104000000515,12,27,29,33,38,39
104000000516,9,14,16,19,29,39
104000000601,15,19,20,21,27,38
104000000602,5,8,14,17,24,42
104000000603,5,14,20,23,30,43
104000000604,9,14,19,30,36,40
104000000605,5,18,22,29,34,45
104000000606,12,17,33,37,38,45
104000000607,2,17,18,24,37,40
104000000608,4,12,25,28,31,45
104000000609,4,17,24,25,28,45
104000000610,10,20,23,29,30,44
104000000611,6,8,11,25,31,44
104000000612,5,29,30,33,40,44
104000000613,8,20,34,36,42,44
104000000614,17,26,36,39,40,43
104000000615,1,9,13,18,29,41
104000000616,9,22,26,28,34,41
104000000617,5,8,13,19,26,27
104000000618,5,13,17,24,27,41
104000000619,5,14,15,25,35,40
104000000701,16,27,33,39,43,45
104000000702,13,18,25,36,43,45
104000000703,3,12,24,31,35,41
104000000704,12,13,20,25,28,41
104000000705,1,21,27,34,37,40
104000000706,1,3,15,20,38,41
104000000707,6,19,25,33,34,39
104000000708,2,3,19,33,36,42
104000000801,2,10,16,37,41,42
104000000802,4,6,12,18,26,39
104000000803,5,8,20,29,35,37
104000000804,6,19,24,27,30,39
104000000805,5,10,16,19,23,24
104000000806,9,11,26,39,44,45
104000000807,12,13,15,17,24,32
104000000808,3,4,20,26,27,28
104000000809,7,11,19,24,43,44
104000000810,2,12,13,21,29,36
104000000811,3,11,18,22,23,31
104000000812,1,5,14,27,34,35
104000000813,1,2,3,4,7,42
104000000814,3,4,5,20,38,40
104000000815,5,15,18,22,26,45
104000000901,3,14,22,25,27,36
104000000902,1,16,20,31,36,37
104000000903,5,8,14,25,38,43
104000000904,14,20,27,34,39,40
104000000905,10,13,15,17,21,25
104000000906,19,37,39,41,43,45
104000000907,1,6,19,31,32,39
104000000908,3,9,23,25,29,43
104000000909,10,15,17,30,31,40
104000000910,16,21,23,24,30,42
104000000911,4,5,6,11,18,31
104000000912,1,2,16,33,41,43
104000000913,10,18,25,26,28,31
104000001001,7,14,22,36,39,44
104000001002,13,18,21,37,40,42
104000001003,5,8,10,17,20,38
104000001004,13,17,18,23,33,37
104000001005,11,21,23,24,30,35
104000001006,4,13,24,28,38,40
104000001007,4,5,31,38,43,44
104000001008,14,17,32,39,40,44
104000001009,11,14,16,22,31,33
104000001010,2,18,22,23,31,35
104000001011,15,22,25,34,35,43
104000001012,9,12,38,42,43,45
104000001101,21,23,28,37,38,40
104000001102,3,6,12,25,35,45
104000001103,21,27,30,31,36,41
104000001104,1,9,10,26,30,35
104000001105,7,12,18,20,26,40
104000001106,14,16,29,36,41,44
104000001107,8,20,35,40,41,43
104000001108,11,21,26,30,33,36
104000001109,3,6,17,22,33,40
104000001110,2,13,23,29,37,42
104000001111,4,34,35,37,39,43
104000001112,1,20,25,26,31,45
104000001113,3,4,13,14,21,38
104000001114,2,3,27,29,32,38
104000001115,3,6,14,20,24,25
104000001116,2,5,21,27,28,34
104000001117,24,26,28,31,32,39
104000001118,11,12,23,34,35,42
104000001119,3,19,25,26,35,43
104000001201,11,16,20,22,29,36
104000001202,15,20,25,27,34,41
104000001203,5,23,26,29,35,45
104000001204,9,16,30,31,40,43
104000001205,2,9,23,27,34,41
104000001206,1,18,28,37,39,43
104000001207,3,14,15,23,36,37
104000001301,2,10,15,37,42,43
104000001302,4,10,23,26,39,41
104000001303,4,20,29,36,39,44
104000001304,7,16,29,33,39,44
104000001305,10,25,28,31,39,45
104000001401,18,22,30,36,39,42
104000001402,1,7,9,25,31,40
104000001403,12,17,36,37,40,42
104000001404,2,4,10,16,26,30
104000001405,10,18,19,22,28,30
104000001406,8,17,18,21,34,43
104000001407,2,4,6,12,22,29
104000001501,12,22,29,31,36,38
104000001502,2,17,28,31,33,43
104000001503,3,14,17,28,31,44
104000001504,1,6,18,31,32,45
104000001505,25,28,30,36,40,43
104000001601,7,11,14,25,26,35
104000001602,4,9,13,18,24,26
104000001603,4,8,9,19,24,27
104000001604,2,15,16,22,32,40
104000001605,9,18,26,42,43,44
104000001606,5,9,12,32,41,45
104000001607,4,7,15,24,34,35
104000001608,1,10,14,33,38,45
104000001609,4,9,13,21,26,37
104000001610,2,24,28,34,35,42
104000001611,1,8,14,25,34,41
104000001612,1,3,22,31,39,43
104000001613,11,15,19,30,36,40
104000001614,9,14,19,28,36,37
104000001615,1,12,23,29,36,43
104000001616,8,21,24,31,32,39
104000001617,2,14,20,31,34,36
104000001618,4,12,14,24,30,34
104000001701,12,14,17,19,26,41
104000001702,5,10,14,23,32,41
104000001703,17,22,24,25,28,35
104000001704,23,24,26,27,37,42
104000001705,4,5,23,37,41,45
104000001706,2,4,8,19,23,39
104000001707,2,6,8,26,33,35
104000001708,3,16,18,21,41,42
