110000000101,15,16,26,38,44,45
110000000102,3,14,20,26,35,44
110000000103,5,17,19,24,34,40
110000000104,6,12,31,36,40,41
110000000105,4,7,12,35,36,38
110000000201,2,7,11,28,38,39
110000000202,3,13,17,33,41,42
110000000203,1,18,19,31,36,41
110000000204,4,11,25,28,34,41
110000000301,6,19,22,30,31,36
110000000302,4,9,17,20,32,40
110000000303,8,12,33,36,38,40
110000000304,23,25,33,36,42,45
110000000305,2,3,19,21,31,37
110000000306,3,8,13,17,20,40
110000000307,4,6,8,21,29,38
110000000308,3,5,12,27,34,44
110000000309,5,12,13,18,27,41
110000000401,2,4,7,23,24,45
110000000402,5,7,8,29,34,36
110000000403,12,15,18,34,37,42
110000000404,4,6,19,23,27,28
110000000405,16,21,23,37,38,41
110000000406,11,12,15,28,29,40
110000000407,5,23,24,28,29,35
110000000408,11,15,18,19,26,31
110000000409,16,18,20,30,37,45
110000000410,11,19,21,34,40,45
110000000411,10,12,23,25,34,35
110000000412,1,10,15,29,30,34
110000000413,20,22,28,32,38,42
110000000414,8,25,28,33,34,38
110000000415,4,18,19,36,38,41
110000000416,9,15,22,33,36,42
110000000417,10,14,15,16,29,37
110000000418,9,17,26,33,36,43
110000000419,22,29,33,34,37,38
110000000501,12,22,28,33,37,42
110000000502,11,24,33,35,41,44
110000000503,4,14,15,20,21,33
110000000601,1,17,18,21,42,45
110000000602,7,22,24,25,31,45
110000000603,1,14,17,20,31,35
110000000604,7,16,17,27,28,41
110000000605,4,18,22,23,24,43
110000000606,3,10,25,31,32,38
110000000607,5,16,30,34,41,43
110000000608,1,15,18,25,31,45
110000000609,1,8,26,38,39,41
110000000610,3,13,14,15,43,44
110000000611,7,8,15,27,30,39
110000000701,9,10,11,21,34,45
110000000702,20,21,26,28,44,45
110000000703,1,11,15,23,27,36
110000000704,10,15,17,23,38,43
110000000705,2,19,26,27,32,40
110000000706,18,20,31,35,37,44
110000000707,2,13,17,21,39,44
110000000708,2,10,14,23,29,32
110000000709,2,7,20,25,29,42
110000000710,3,11,16,42,43,44
110000000711,4,5,11,16,19,24
110000000712,3,8,10,27,32,33
110000000801,2,10,14,19,33,38
110000000802,16,22,24,25,32,33
110000000803,18,22,25,36,38,39
110000000804,7,18,21,35,38,42
110000000805,2,3,5,12,13,43
110000000806,1,7,15,20,35,41
110000000807,6,20,21,25,32,34
110000000808,9,14,21,23,25,28
110000000809,19,22,26,29,30,35
110000000810,3,6,27,31,43,44
110000000811,1,3,25,26,33,34
110000000812,2,14,15,18,23,38
110000000813,10,11,22,26,30,37
110000000814,2,4,14,16,17,45
110000000815,4,23,27,28,38,44
110000000816,11,14,16,28,41,45
110000000901,17,18,21,22,27,29
110000000902,4,18,34,40,44,45
110000000903,6,16,18,20,28,43
110000000904,7,17,22,26,27,37
110000000905,5,8,30,31,36,42
110000000906,4,11,12,13,21,23
110000000907,11,12,18,26,32,41
110000001001,9,19,24,26,31,34
110000001002,20,23,27,30,33,42
110000001003,15,19,23,28,29,42
110000001004,11,17,19,23,41,43
110000001005,3,13,25,33,36,37
110000001006,2,11,21,31,38,39
110000001007,8,13,17,19,26,45
110000001008,5,6,29,33,34,36
110000001009,2,9,14,18,22,26
110000001010,5,15,18,19,30,45
110000001011,9,10,22,36,38,40
110000001012,2,13,25,31,33,45
110000001013,8,16,20,23,29,30
110000001014,10,13,14,18,25,45
110000001015,4,27,28,38,40,43
110000001016,10,11,19,29,32,44
110000001017,7,24,28,29,31,43
110000001101,7,15,20,25,27,31
110000001102,9,11,16,20,23,38
110000001103,5,12,13,31,39,42
110000001104,5,9,12,18,33,35
110000001105,5,20,21,22,25,40
110000001106,16,22,34,35,37,42
110000001107,20,21,33,36,41,44
110000001201,16,19,23,26,27,42
110000001202,11,15,20,23,28,37
110000001301,4,9,13,26,34,36
110000001302,1,19,21,25,27,40
110000001303,6,17,18,27,32,39
110000001304,11,12,17,27,29,32
110000001305,5,6,18,25,28,42
110000001306,4,9,18,19,20,41
110000001307,11,15,19,40,42,44
110000001308,2,6,7,26,39,42
110000001309,12,13,22,30,35,45
110000001310,2,11,15,30,33,43
110000001311,3,8,10,25,28,43
110000001312,3,8,14,22,28,36
110000001313,4,8,14,15,25,38
110000001401,2,4,7,28,29,43
110000001402,4,12,16,17,20,29
110000001403,12,13,19,23,31,36
110000001404,12,13,26,35,41,45
110000001405,10,13,18,19,33,37
110000001406,10,19,26,34,39,43
110000001407,2,5,8,9,27,40
110000001408,3,15,35,38,42,44
110000001409,3,12,26,33,37,41
110000001410,2,6,18,20,25,41
110000001411,14,26,27,31,36,42
110000001412,4,12,13,20,31,36
110000001413,11,23,24,29,31,35
110000001414,1,23,24,26,27,28
110000001415,7,12,22,29,43,44
110000001416,3,24,30,34,41,42
110000001417,2,22,29,34,42,43
110000001418,13,23,25,29,38,45
110000001419,3,7,10,32,37,44
110000001420,3,17,23,36,37,43
110000001501,10,14,28,34,36,41
110000001502,6,8,14,22,31,35
110000001601,3,9,11,16,22,28
110000001602,4,5,24,29,33,37
110000001603,26,27,28,33,40,45
110000001604,8,13,18,22,28,44
110000001605,10,24,28,31,39,45
110000001606,13,23,25,26,36,40
110000001607,4,10,11,25,37,43
110000001701,5,11,14,25,28,37
110000001702,12,15,20,24,30,35
110000001703,2,13,18,22,31,42
110000001704,2,9,11,23,43,44
110000001705,13,18,19,21,22,24
110000001706,4,5,10,14,34,38
110000001707,7,20,26,29,32,39
110000001708,9,20,25,32,35,36
110000001709,9,15,22,31,39,44
110000001710,5,14,17,30,32,42
110000001711,6,21,28,30,36,39
110000001712,8,16,17,23,25,37
110000001713,3,14,18,21,43,44
110000001714,5,20,25,30,39,44
110000001715,2,7,13,18,21,36
110000001716,14,15,17,38,41,44
110000001801,1,7,16,31,41,42
110000001802,9,13,32,35,37,40
110000001803,2,22,27,32,36,39
110000001804,2,19,20,21,32,44
110000001805,5,15,27,33,38,44
110000001806,7,17,21,22,27,39
110000001807,25,30,35,36,38,42
110000001808,8,15,20,28,31,33
110000001809,9,23,37,38,41,45
110000001810,6,13,15,26,33,43
110000001811,2,5,9,14,27,44
110000001812,4,17,23,30,31,41
110000001813,3,6,17,30,39,44
110000001814,5,15,21,22,34,39
110000001901,3,20,22,32,38,44
