101000000101,12,15,30,32,33,45
101000000102,2,3,20,21,43,45
101000000103,20,24,35,38,43,44
101000000104,6,9,11,19,22,43
101000000105,10,12,23,30,31,45
101000000201,2,23,32,33,34,42
101000000202,16,21,27,31,33,37
101000000203,1,3,6,9,30,43
101000000204,12,19,27,38,39,40
101000000205,1,8,10,12,18,25
101000000206,28,29,33,34,40,44
101000000207,1,5,10,22,31,41
101000000301,3,14,29,30,38,45
101000000302,6,17,23,25,28,34
101000000303,26,27,28,32,36,37
101000000401,11,16,18,20,24,35
101000000402,10,15,17,18,38,44
101000000403,23,26,30,33,40,41
101000000404,5,7,13,22,36,38
101000000405,3,24,31,35,44,45
101000000406,1,8,15,17,40,41
101000000407,3,4,13,17,25,31
101000000408,6,8,11,26,39,41
101000000409,2,4,7,18,38,40
101000000410,3,9,15,19,24,39
101000000411,1,13,19,29,30,33
101000000412,13,20,23,29,44,45
101000000413,12,24,30,38,42,44
101000000414,9,10,14,22,23,34
101000000415,8,14,21,31,33,35
101000000416,9,13,14,25,37,45
101000000417,2,11,16,18,24,44
101000000418,8,11,16,28,31,36
101000000501,2,20,22,23,33,41
101000000502,5,8,17,20,26,29
101000000503,2,16,24,29,43,45
101000000504,14,18,20,28,40,45
101000000505,1,4,19,23,26,43
101000000506,8,11,26,38,39,40
101000000507,1,2,4,9,38,44
101000000508,1,20,27,34,39,40
101000000509,3,12,13,29,41,42
101000000510,4,20,24,27,36,45
101000000601,5,6,12,13,19,20
101000000602,2,6,9,17,37,42
101000000603,6,7,9,35,39,40
101000000604,3,11,24,27,32,35
101000000605,4,9,12,17,38,40
101000000606,16,19,36,39,42,43
101000000607,5,9,17,21,22,24
101000000608,5,16,23,36,41,43
101000000701,11,14,24,26,35,37
101000000702,17,20,25,26,29,41
101000000703,5,12,13,28,40,41
101000000704,14,17,31,32,36,42
101000000801,7,15,22,35,37,43
101000000802,6,12,15,16,35,44
101000000803,16,25,31,37,39,43
101000000804,8,11,14,25,30,32
101000000805,2,5,6,13,16,40
101000000806,4,6,8,11,21,23
101000000807,2,10,14,25,36,39
101000000808,8,15,27,33,36,37
101000000901,12,16,23,32,34,39
101000000902,5,8,9,18,24,29
101000000903,6,12,13,16,24,38
101000000904,13,19,24,40,42,43
101000000905,4,11,19,22,29,44
101000000906,3,12,14,30,42,44
101000000907,13,18,29,30,32,45
101000000908,17,18,24,32,40,41
101000000909,1,3,10,26,28,32
101000000910,7,20,22,23,27,39
101000000911,4,15,22,23,29,38
101000001001,1,4,6,16,24,34
101000001002,2,8,15,28,33,36
101000001003,2,16,32,37,41,45
101000001004,5,12,22,32,35,43
101000001005,7,11,17,26,41,45
101000001006,1,4,21,23,29,45
101000001007,2,8,9,11,22,27
101000001008,1,6,15,19,34,40
101000001009,10,19,26,31,33,41
101000001010,3,9,18,19,35,37
101000001011,6,10,11,20,35,43
101000001012,6,23,26,27,29,38
101000001013,1,5,38,40,41,45
101000001014,10,11,14,28,31,34
101000001015,5,9,25,34,36,40
101000001016,2,16,19,24,30,34
101000001017,4,6,19,20,29,39
101000001018,1,5,24,31,37,38
101000001019,3,9,12,15,18,23
101000001020,9,13,19,32,41,44
101000001101,4,24,33,35,42,45
101000001102,1,17,23,28,30,41
101000001103,21,23,29,30,35,38
101000001104,20,22,23,26,27,40
101000001105,5,14,17,23,30,40
101000001106,3,20,23,26,35,44
101000001107,5,22,28,30,31,43
101000001108,9,11,19,20,38,42
101000001109,4,7,10,15,18,19
101000001110,14,20,23,25,27,43
101000001111,1,2,8,23,39,45
101000001112,13,14,18,21,37,42
101000001113,4,7,11,17,27,45
101000001201,4,5,17,26,31,34
101000001301,4,13,16,18,38,45
101000001302,12,25,28,29,30,44
101000001303,18,21,27,33,41,42
101000001304,9,14,16,17,26,44
101000001305,5,16,23,34,37,39
101000001306,2,16,19,22,28,45
101000001307,1,8,16,18,28,41
101000001308,1,4,21,22,26,38
101000001309,2,4,12,16,36,42
101000001310,7,10,13,28,29,32
101000001311,3,9,13,15,29,45
101000001312,14,19,22,28,34,41
