102000000101,13,19,20,23,33,42
102000000102,2,19,22,24,37,39
102000000103,6,11,26,29,36,43
102000000201,1,4,12,15,31,35
102000000202,7,10,17,27,28,36
102000000203,13,14,25,32,33,40
102000000204,9,18,21,22,28,32
102000000205,2,3,8,18,29,43
102000000206,20,22,23,26,40,45
102000000207,1,3,21,22,23,24
102000000208,1,2,9,26,30,36
102000000209,4,9,10,11,14,29
102000000210,2,3,4,22,24,25
102000000211,9,24,25,28,31,44
102000000212,5,9,28,36,42,43
102000000213,22,39,40,41,42,45
102000000214,2,4,30,32,34,36
102000000301,9,10,19,33,41,45
102000000302,7,9,18,23,26,37
102000000303,5,9,19,20,29,43
102000000304,14,19,29,33,37,42
102000000305,8,20,31,32,39,41
102000000306,14,19,30,39,43,45
102000000307,5,7,22,27,28,44
102000000308,11,23,26,37,38,41
102000000309,18,19,27,34,37,41
102000000310,18,21,24,28,37,39
102000000311,11,14,20,27,32,45
102000000312,8,22,23,25,40,45
102000000313,3,8,10,26,31,40
102000000314,15,20,25,27,38,40
102000000401,19,30,33,37,40,44
102000000402,13,21,23,33,36,40
102000000403,17,24,26,29,39,40
102000000404,14,19,20,39,40,44
102000000501,1,11,12,13,22,36
102000000502,1,5,18,19,21,41
102000000503,6,8,13,15,16,37
102000000504,7,25,27,41,44,45
102000000505,10,20,22,30,34,40
102000000506,3,4,5,10,15,45
102000000507,10,14,24,26,37,39
102000000508,6,19,20,24,43,45
102000000509,5,18,19,22,26,32
102000000510,2,12,19,23,36,40
102000000511,6,8,18,32,41,45
102000000512,11,15,19,25,26,35
102000000513,1,17,22,35,36,44
102000000601,7,13,18,28,29,43
102000000602,2,4,21,22,33,43
102000000603,2,6,23,24,41,44
102000000604,1,11,24,27,37,43
102000000605,17,26,28,33,34,41
102000000606,6,18,19,32,35,42
102000000607,8,13,19,32,44,45
102000000608,3,7,12,32,35,41
102000000609,23,25,26,35,38,44
102000000610,17,19,21,23,29,45
102000000611,1,4,12,20,31,45
102000000612,17,20,23,26,27,37
102000000613,3,6,13,19,34,35
102000000614,9,14,27,33,34,38
102000000701,1,9,20,27,35,37
102000000702,1,8,13,20,22,33
102000000703,8,15,17,37,38,44
102000000704,6,17,20,23,28,36
102000000705,11,22,25,29,33,44
102000000706,6,14,15,17,22,26
102000000707,3,28,35,37,42,45
102000000708,4,8,12,14,16,41
102000000709,1,22,27,32,34,37
102000000710,1,13,17,30,32,33
102000000711,2,3,6,28,31,45
102000000712,8,11,15,35,37,39
102000000713,3,9,10,11,20,28
102000000714,8,19,20,24,25,41
102000000715,6,13,17,28,38,41
102000000716,1,10,14,20,33,34
102000000717,9,10,30,32,33,44
102000000801,6,23,24,26,34,39
102000000802,9,10,31,37,38,43
102000000803,2,14,22,41,42,45
102000000804,1,13,14,26,27,38
102000000805,6,10,23,25,41,44
102000000806,12,13,17,18,21,34
102000000807,4,24,28,30,35,41
102000000808,3,18,21,23,24,32
102000000809,4,5,14,22,26,40
102000000810,1,4,13,16,19,29
102000000811,2,6,10,37,40,43
102000000812,1,12,14,24,35,45
102000000813,5,24,25,33,37,38
102000000814,5,14,19,23,25,43
102000000815,18,21,28,32,33,34
102000000816,7,11,30,32,36,43
102000000817,2,21,27,30,32,43
102000000901,3,6,8,35,37,40
102000000902,5,11,23,28,36,39
102000000903,2,13,20,31,32,39
102000000904,3,4,16,23,24,27
102000000905,3,6,21,22,28,39
102000000906,7,11,32,38,43,45
102000001001,9,22,23,24,30,41
102000001002,13,20,23,33,40,41
102000001003,2,6,14,28,30,39
102000001004,5,11,14,35,38,42
102000001005,2,22,30,32,37,41
102000001006,20,22,26,30,37,41
102000001007,11,27,28,34,41,45
102000001008,2,7,12,37,38,41
102000001009,20,27,28,31,33,38
102000001010,1,8,14,27,32,36
102000001011,6,8,16,38,40,41
102000001012,8,17,21,22,24,44
102000001013,26,27,29,34,38,42
102000001014,1,11,13,14,22,42
102000001015,4,10,20,24,25,32
102000001016,3,6,16,27,29,42
102000001017,3,7,12,14,21,34
102000001018,3,17,27,41,42,45
102000001019,4,12,17,19,35,43
102000001020,5,16,19,26,27,30
102000001101,21,27,28,33,35,42
102000001102,15,22,25,34,41,44
102000001103,1,9,10,18,32,40
102000001104,25,35,36,37,40,45
102000001105,9,15,27,38,40,45
102000001106,3,10,12,24,26,37
102000001107,1,9,12,22,32,36
102000001108,4,15,19,25,42,43
